Pixel,,Wavenumber,Raman Shift,Dark,Reference,,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (W/cm^2/nm) #1,RelativeIntensityCorrection_Ratio #1,ReferenceMaterialCorrection_Ratio #1,AbsoluteIrradianceCorrection_Ratio #1
859,673.72,14842.97,-14842.97,0,65535,2159,2159,0,0,0,1,1.00E+00,1.00E+00
860,674.1,14834.51,-14834.51,0,65535,2205,2205,0,0,0,1,1.00E+00,1.00E+00
861,674.49,14826.07,-14826.07,0,65535,2325,2325,0,0,0,1,1.00E+00,1.00E+00
862,674.87,14817.63,-14817.63,0,65535,2303,2303,0,0,0,1,1.00E+00,1.00E+00
863,675.26,14809.2,-14809.2,0,65535,2287,2287,0,0,0,1,1.00E+00,1.00E+00
864,675.64,14800.79,-14800.79,0,65535,2255,2255,0,0,0,1,1.00E+00,1.00E+00
865,676.02,14792.38,-14792.38,0,65535,2225,2225,0,0,0,1,1.00E+00,1.00E+00
866,676.41,14783.99,-14783.99,0,65535,1753,1753,0,0,0,1,1.00E+00,1.00E+00
867,676.79,14775.61,-14775.61,0,65535,1537,1537,0,0,0,1,1.00E+00,1.00E+00
868,677.17,14767.24,-14767.24,0,65535,1695,1695,0,0,0,1,1.00E+00,1.00E+00
869,677.56,14758.88,-14758.88,0,65535,1717,1717,0,0,0,1,1.00E+00,1.00E+00
870,677.94,14750.53,-14750.53,0,65535,1719,1719,0,0,0,1,1.00E+00,1.00E+00
871,678.33,14742.19,-14742.19,0,65535,1645,1645,0,0,0,1,1.00E+00,1.00E+00
872,678.71,14733.86,-14733.86,0,65535,1665,1665,0,0,0,1,1.00E+00,1.00E+00
873,679.09,14725.55,-14725.55,0,65535,1653,1653,0,0,0,1,1.00E+00,1.00E+00
874,679.48,14717.24,-14717.24,0,65535,1637,1637,0,0,0,1,1.00E+00,1.00E+00
875,679.86,14708.95,-14708.95,0,65535,1749,1749,0,0,0,1,1.00E+00,1.00E+00
876,680.24,14700.67,-14700.67,0,65535,1811,1811,0,0,0,1,1.00E+00,1.00E+00
877,680.62,14692.39,-14692.39,0,65535,1825,1825,0,0,0,1,1.00E+00,1.00E+00
878,681.01,14684.13,-14684.13,0,65535,1681,1681,0,0,0,1,1.00E+00,1.00E+00
879,681.39,14675.88,-14675.88,0,65535,1841,1841,0,0,0,1,1.00E+00,1.00E+00
880,681.77,14667.64,-14667.64,0,65535,1933,1933,0,0,0,1,1.00E+00,1.00E+00
881,682.16,14659.41,-14659.41,0,65535,2013,2013,0,0,0,1,1.00E+00,1.00E+00
882,682.54,14651.2,-14651.2,0,65535,2143,2143,0,0,0,1,1.00E+00,1.00E+00
883,682.92,14642.99,-14642.99,0,65535,2097,2097,0,0,0,1,1.00E+00,1.00E+00
884,683.3,14634.79,-14634.79,0,65535,1917,1917,0,0,0,1,1.00E+00,1.00E+00
885,683.69,14626.61,-14626.61,0,65535,2017,2017,0,0,0,1,1.00E+00,1.00E+00
886,684.07,14618.43,-14618.43,0,65535,1947,1947,0,0,0,1,1.00E+00,1.00E+00
887,684.45,14610.27,-14610.27,0,65535,2033,2033,0,0,0,1,1.00E+00,1.00E+00
888,684.83,14602.11,-14602.11,0,65535,1949,1949,0,0,0,1,1.00E+00,1.00E+00
889,685.21,14593.97,-14593.97,0,65535,1979,1979,0,0,0,1,1.00E+00,1.00E+00
890,685.6,14585.84,-14585.84,0,65535,1971,1971,0,0,0,1,1.00E+00,1.00E+00
891,685.98,14577.72,-14577.72,0,65535,1923,1923,0,0,0,1,1.00E+00,1.00E+00
892,686.36,14569.61,-14569.61,0,65535,1923,1923,0,0,0,1,1.00E+00,1.00E+00
893,686.74,14561.5,-14561.5,0,65535,1793,1793,0,0,0,1,1.00E+00,1.00E+00
894,687.12,14553.41,-14553.41,0,65535,2035,2035,0,0,0,1,1.00E+00,1.00E+00
895,687.51,14545.33,-14545.33,0,65535,1979,1979,0,0,0,1,1.00E+00,1.00E+00
896,687.89,14537.27,-14537.27,0,65535,1673,1673,0,0,0,1,1.00E+00,1.00E+00
897,688.27,14529.21,-14529.21,0,65535,1615,1615,0,0,0,1,1.00E+00,1.00E+00
898,688.65,14521.16,-14521.16,0,65535,1455,1455,0,0,0,1,1.00E+00,1.00E+00
899,689.03,14513.12,-14513.12,0,65535,1499,1499,0,0,0,1,1.00E+00,1.00E+00
900,689.41,14505.09,-14505.09,0,65535,1347,1347,0,0,0,1,1.00E+00,1.00E+00
901,689.79,14497.08,-14497.08,0,65535,1371,1371,0,0,0,1,1.00E+00,1.00E+00
902,690.18,14489.07,-14489.07,0,65535,1507,1507,0,0,0,1,1.00E+00,1.00E+00
903,690.56,14481.07,-14481.07,0,65535,1531,1531,0,0,0,1,1.00E+00,1.00E+00
904,690.94,14473.09,-14473.09,0,65535,1525,1525,0,0,0,1,1.00E+00,1.00E+00
905,691.32,14465.11,-14465.11,0,65535,1405,1405,0,0,0,1,1.00E+00,1.00E+00
906,691.7,14457.15,-14457.15,0,65535,1541,1541,0,0,0,1,1.00E+00,1.00E+00
907,692.08,14449.19,-14449.19,0,65535,1755,1755,0,0,0,1,1.00E+00,1.00E+00
908,692.46,14441.25,-14441.25,0,65535,1489,1489,0,0,0,1,1.00E+00,1.00E+00
909,692.84,14433.31,-14433.31,0,65535,1581,1581,0,0,0,1,1.00E+00,1.00E+00
910,693.22,14425.39,-14425.39,0,65535,1639,1639,0,0,0,1,1.00E+00,1.00E+00
911,693.6,14417.47,-14417.47,0,65535,1589,1589,0,0,0,1,1.00E+00,1.00E+00
912,693.98,14409.57,-14409.57,0,65535,1689,1689,0,0,0,1,1.00E+00,1.00E+00
913,694.36,14401.68,-14401.68,0,65535,1697,1697,0,0,0,1,1.00E+00,1.00E+00
914,694.74,14393.79,-14393.79,0,65535,1601,1601,0,0,0,1,1.00E+00,1.00E+00
915,695.12,14385.92,-14385.92,0,65535,1599,1599,0,0,0,1,1.00E+00,1.00E+00
916,695.5,14378.05,-14378.05,0,65535,1461,1461,0,0,0,1,1.00E+00,1.00E+00
917,695.88,14370.2,-14370.2,0,65535,1571,1571,0,0,0,1,1.00E+00,1.00E+00
918,696.26,14362.36,-14362.36,0,65535,1541,1541,0,0,0,1,1.00E+00,1.00E+00
919,696.64,14354.53,-14354.53,0,65535,1631,1631,0,0,0,1,1.00E+00,1.00E+00
920,697.02,14346.7,-14346.7,0,65535,1553,1553,0,0,0,1,1.00E+00,1.00E+00
921,697.4,14338.89,-14338.89,0,65535,1447,1447,0,0,0,1,1.00E+00,1.00E+00
922,697.78,14331.09,-14331.09,0,65535,1425,1425,0,0,0,1,1.00E+00,1.00E+00
923,698.16,14323.29,-14323.29,0,65535,1317,1317,0,0,0,1,1.00E+00,1.00E+00
924,698.54,14315.51,-14315.51,0,65535,1329,1329,0,0,0,1,1.00E+00,1.00E+00
925,698.92,14307.74,-14307.74,0,65535,1349,1349,0,0,0,1,1.00E+00,1.00E+00
926,699.3,14299.97,-14299.97,0,65535,1427,1427,0,0,0,1,1.00E+00,1.00E+00
927,699.68,14292.22,-14292.22,0,65535,1501,1501,0,0,0,1,1.00E+00,1.00E+00
928,700.06,14284.48,-14284.48,0,65535,1589,1589,0,0,0,1,1.00E+00,1.00E+00
929,700.44,14276.74,-14276.74,0,65535,1613,1613,0,0,0,1,1.00E+00,1.00E+00
930,700.82,14269.02,-14269.02,0,65535,1445,1445,0,0,0,1,1.00E+00,1.00E+00
931,701.2,14261.3,-14261.3,0,65535,1301,1301,0,0,0,1,1.00E+00,1.00E+00
932,701.58,14253.6,-14253.6,0,65535,1475,1475,0,0,0,1,1.00E+00,1.00E+00
933,701.96,14245.91,-14245.91,0,65535,1493,1493,0,0,0,1,1.00E+00,1.00E+00
934,702.33,14238.22,-14238.22,0,65535,1449,1449,0,0,0,1,1.00E+00,1.00E+00
935,702.71,14230.55,-14230.55,0,65535,1471,1471,0,0,0,1,1.00E+00,1.00E+00
936,703.09,14222.88,-14222.88,0,65535,1521,1521,0,0,0,1,1.00E+00,1.00E+00
937,703.47,14215.23,-14215.23,0,65535,1603,1603,0,0,0,1,1.00E+00,1.00E+00
938,703.85,14207.58,-14207.58,0,65535,1329,1329,0,0,0,1,1.00E+00,1.00E+00
939,704.23,14199.94,-14199.94,0,65535,1451,1451,0,0,0,1,1.00E+00,1.00E+00
940,704.61,14192.32,-14192.32,0,65535,1379,1379,0,0,0,1,1.00E+00,1.00E+00
941,704.98,14184.7,-14184.7,0,65535,1299,1299,0,0,0,1,1.00E+00,1.00E+00
942,705.36,14177.09,-14177.09,0,65535,1299,1299,0,0,0,1,1.00E+00,1.00E+00
943,705.74,14169.5,-14169.5,0,65535,1319,1319,0,0,0,1,1.00E+00,1.00E+00
944,706.12,14161.91,-14161.91,0,65535,1381,1381,0,0,0,1,1.00E+00,1.00E+00
945,706.5,14154.33,-14154.33,0,65535,1245,1245,0,0,0,1,1.00E+00,1.00E+00
946,706.88,14146.76,-14146.76,0,65535,1133,1133,0,0,0,1,1.00E+00,1.00E+00
947,707.25,14139.2,-14139.2,0,65535,1223,1223,0,0,0,1,1.00E+00,1.00E+00
948,707.63,14131.65,-14131.65,0,65535,1367,1367,0,0,0,1,1.00E+00,1.00E+00
949,708.01,14124.11,-14124.11,0,65535,1471,1471,0,0,0,1,1.00E+00,1.00E+00
950,708.39,14116.58,-14116.58,0,65535,1603,1603,0,0,0,1,1.00E+00,1.00E+00
951,708.76,14109.06,-14109.06,0,65535,1465,1465,0,0,0,1,1.00E+00,1.00E+00
952,709.14,14101.55,-14101.55,0,65535,1393,1393,0,0,0,1,1.00E+00,1.00E+00
953,709.52,14094.05,-14094.05,0,65535,1365,1365,0,0,0,1,1.00E+00,1.00E+00
954,709.9,14086.55,-14086.55,0,65535,1281,1281,0,0,0,1,1.00E+00,1.00E+00
955,710.27,14079.07,-14079.07,0,65535,1467,1467,0,0,0,1,1.00E+00,1.00E+00
956,710.65,14071.6,-14071.6,0,65535,1377,1377,0,0,0,1,1.00E+00,1.00E+00
957,711.03,14064.13,-14064.13,0,65535,1233,1233,0,0,0,1,1.00E+00,1.00E+00
958,711.41,14056.68,-14056.68,0,65535,1091,1091,0,0,0,1,1.00E+00,1.00E+00
959,711.78,14049.23,-14049.23,0,65535,1265,1265,0,0,0,1,1.00E+00,1.00E+00
960,712.16,14041.79,-14041.79,0,65535,1285,1285,0,0,0,1,1.00E+00,1.00E+00
961,712.54,14034.36,-14034.36,0,65535,1273,1273,0,0,0,1,1.00E+00,1.00E+00
962,712.91,14026.95,-14026.95,0,65535,1339,1339,0,0,0,1,1.00E+00,1.00E+00
963,713.29,14019.54,-14019.54,0,65535,1433,1433,0,0,0,1,1.00E+00,1.00E+00
964,713.67,14012.14,-14012.14,0,65535,1545,1545,0,0,0,1,1.00E+00,1.00E+00
965,714.04,14004.75,-14004.75,0,65535,1709,1709,0,0,0,1,1.00E+00,1.00E+00
966,714.42,13997.37,-13997.37,0,65535,1489,1489,0,0,0,1,1.00E+00,1.00E+00
967,714.8,13989.99,-13989.99,0,65535,1369,1369,0,0,0,1,1.00E+00,1.00E+00
968,715.17,13982.63,-13982.63,0,65535,1307,1307,0,0,0,1,1.00E+00,1.00E+00
969,715.55,13975.28,-13975.28,0,65535,1389,1389,0,0,0,1,1.00E+00,1.00E+00
970,715.93,13967.93,-13967.93,0,65535,1177,1177,0,0,0,1,1.00E+00,1.00E+00
971,716.3,13960.6,-13960.6,0,65535,1049,1049,0,0,0,1,1.00E+00,1.00E+00
972,716.68,13953.27,-13953.27,0,65535,1187,1187,0,0,0,1,1.00E+00,1.00E+00
973,717.05,13945.96,-13945.96,0,65535,1435,1435,0,0,0,1,1.00E+00,1.00E+00
974,717.43,13938.65,-13938.65,0,65535,1391,1391,0,0,0,1,1.00E+00,1.00E+00
975,717.81,13931.35,-13931.35,0,65535,1121,1121,0,0,0,1,1.00E+00,1.00E+00
976,718.18,13924.06,-13924.06,0,65535,1175,1175,0,0,0,1,1.00E+00,1.00E+00
977,718.56,13916.78,-13916.78,0,65535,1281,1281,0,0,0,1,1.00E+00,1.00E+00
978,718.93,13909.51,-13909.51,0,65535,1181,1181,0,0,0,1,1.00E+00,1.00E+00
979,719.31,13902.24,-13902.24,0,65535,1281,1281,0,0,0,1,1.00E+00,1.00E+00
980,719.68,13894.99,-13894.99,0,65535,1377,1377,0,0,0,1,1.00E+00,1.00E+00
981,720.06,13887.74,-13887.74,0,65535,1315,1315,0,0,0,1,1.00E+00,1.00E+00
982,720.43,13880.51,-13880.51,0,65535,1207,1207,0,0,0,1,1.00E+00,1.00E+00
983,720.81,13873.28,-13873.28,0,65535,1235,1235,0,0,0,1,1.00E+00,1.00E+00
984,721.19,13866.06,-13866.06,0,65535,1369,1369,0,0,0,1,1.00E+00,1.00E+00
985,721.56,13858.85,-13858.85,0,65535,1243,1243,0,0,0,1,1.00E+00,1.00E+00
986,721.94,13851.65,-13851.65,0,65535,1425,1425,0,0,0,1,1.00E+00,1.00E+00
987,722.31,13844.46,-13844.46,0,65535,1441,1441,0,0,0,1,1.00E+00,1.00E+00
988,722.69,13837.28,-13837.28,0,65535,1459,1459,0,0,0,1,1.00E+00,1.00E+00
989,723.06,13830.11,-13830.11,0,65535,1389,1389,0,0,0,1,1.00E+00,1.00E+00
990,723.43,13822.94,-13822.94,0,65535,1335,1335,0,0,0,1,1.00E+00,1.00E+00
991,723.81,13815.79,-13815.79,0,65535,1131,1131,0,0,0,1,1.00E+00,1.00E+00
992,724.18,13808.64,-13808.64,0,65535,1143,1143,0,0,0,1,1.00E+00,1.00E+00
993,724.56,13801.5,-13801.5,0,65535,1173,1173,0,0,0,1,1.00E+00,1.00E+00
994,724.93,13794.37,-13794.37,0,65535,1119,1119,0,0,0,1,1.00E+00,1.00E+00
995,725.31,13787.25,-13787.25,0,65535,1231,1231,0,0,0,1,1.00E+00,1.00E+00
996,725.68,13780.14,-13780.14,0,65535,1437,1437,0,0,0,1,1.00E+00,1.00E+00
997,726.06,13773.03,-13773.03,0,65535,1479,1479,0,0,0,1,1.00E+00,1.00E+00
998,726.43,13765.94,-13765.94,0,65535,1407,1407,0,0,0,1,1.00E+00,1.00E+00
999,726.8,13758.85,-13758.85,0,65535,1523,1523,0,0,0,1,1.00E+00,1.00E+00
1000,727.18,13751.78,-13751.78,0,65535,1719,1719,0,0,0,1,1.00E+00,1.00E+00
1001,727.55,13744.71,-13744.71,0,65535,1617,1617,0,0,0,1,1.00E+00,1.00E+00
1002,727.93,13737.65,-13737.65,0,65535,1623,1623,0,0,0,1,1.00E+00,1.00E+00
1003,728.3,13730.6,-13730.6,0,65535,1569,1569,0,0,0,1,1.00E+00,1.00E+00
1004,728.67,13723.55,-13723.55,0,65535,1739,1739,0,0,0,1,1.00E+00,1.00E+00
1005,729.05,13716.52,-13716.52,0,65535,1777,1777,0,0,0,1,1.00E+00,1.00E+00
1006,729.42,13709.49,-13709.49,0,65535,1823,1823,0,0,0,1,1.00E+00,1.00E+00
1007,729.8,13702.48,-13702.48,0,65535,1693,1693,0,0,0,1,1.00E+00,1.00E+00
1008,730.17,13695.47,-13695.47,0,65535,1609,1609,0,0,0,1,1.00E+00,1.00E+00
1009,730.54,13688.47,-13688.47,0,65535,1539,1539,0,0,0,1,1.00E+00,1.00E+00
1010,730.92,13681.48,-13681.48,0,65535,1625,1625,0,0,0,1,1.00E+00,1.00E+00
1011,731.29,13674.49,-13674.49,0,65535,1545,1545,0,0,0,1,1.00E+00,1.00E+00
1012,731.66,13667.52,-13667.52,0,65535,1513,1513,0,0,0,1,1.00E+00,1.00E+00
1013,732.03,13660.55,-13660.55,0,65535,1597,1597,0,0,0,1,1.00E+00,1.00E+00
1014,732.41,13653.6,-13653.6,0,65535,1523,1523,0,0,0,1,1.00E+00,1.00E+00
1015,732.78,13646.65,-13646.65,0,65535,1421,1421,0,0,0,1,1.00E+00,1.00E+00
1016,733.15,13639.71,-13639.71,0,65535,1327,1327,0,0,0,1,1.00E+00,1.00E+00
1017,733.53,13632.77,-13632.77,0,65535,1141,1141,0,0,0,1,1.00E+00,1.00E+00
1018,733.9,13625.85,-13625.85,0,65535,1193,1193,0,0,0,1,1.00E+00,1.00E+00
1019,734.27,13618.93,-13618.93,0,65535,1211,1211,0,0,0,1,1.00E+00,1.00E+00
1020,734.64,13612.03,-13612.03,0,65535,1345,1345,0,0,0,1,1.00E+00,1.00E+00
1021,735.02,13605.13,-13605.13,0,65535,1651,1651,0,0,0,1,1.00E+00,1.00E+00
1022,735.39,13598.24,-13598.24,0,65535,1607,1607,0,0,0,1,1.00E+00,1.00E+00
1023,735.76,13591.36,-13591.36,0,65535,1585,1585,0,0,0,1,1.00E+00,1.00E+00
1024,736.13,13584.48,-13584.48,0,65535,1645,1645,0,0,0,1,1.00E+00,1.00E+00
1025,736.51,13577.62,-13577.62,0,65535,1591,1591,0,0,0,1,1.00E+00,1.00E+00
1026,736.88,13570.76,-13570.76,0,65535,1679,1679,0,0,0,1,1.00E+00,1.00E+00
1027,737.25,13563.91,-13563.91,0,65535,1753,1753,0,0,0,1,1.00E+00,1.00E+00
1028,737.62,13557.07,-13557.07,0,65535,1549,1549,0,0,0,1,1.00E+00,1.00E+00
1029,737.99,13550.24,-13550.24,0,65535,1325,1325,0,0,0,1,1.00E+00,1.00E+00
1030,738.37,13543.41,-13543.41,0,65535,1293,1293,0,0,0,1,1.00E+00,1.00E+00
1031,738.74,13536.6,-13536.6,0,65535,1345,1345,0,0,0,1,1.00E+00,1.00E+00
1032,739.11,13529.79,-13529.79,0,65535,1353,1353,0,0,0,1,1.00E+00,1.00E+00
1033,739.48,13522.99,-13522.99,0,65535,1205,1205,0,0,0,1,1.00E+00,1.00E+00
1034,739.85,13516.2,-13516.2,0,65535,1287,1287,0,0,0,1,1.00E+00,1.00E+00
1035,740.22,13509.42,-13509.42,0,65535,1443,1443,0,0,0,1,1.00E+00,1.00E+00
1036,740.6,13502.64,-13502.64,0,65535,1413,1413,0,0,0,1,1.00E+00,1.00E+00
1037,740.97,13495.87,-13495.87,0,65535,1481,1481,0,0,0,1,1.00E+00,1.00E+00
1038,741.34,13489.11,-13489.11,0,65535,1505,1505,0,0,0,1,1.00E+00,1.00E+00
1039,741.71,13482.36,-13482.36,0,65535,1351,1351,0,0,0,1,1.00E+00,1.00E+00
1040,742.08,13475.62,-13475.62,0,65535,1327,1327,0,0,0,1,1.00E+00,1.00E+00
1041,742.45,13468.89,-13468.89,0,65535,1233,1233,0,0,0,1,1.00E+00,1.00E+00
1042,742.82,13462.16,-13462.16,0,65535,1433,1433,0,0,0,1,1.00E+00,1.00E+00
1043,743.19,13455.44,-13455.44,0,65535,1637,1637,0,0,0,1,1.00E+00,1.00E+00
1044,743.56,13448.73,-13448.73,0,65535,1721,1721,0,0,0,1,1.00E+00,1.00E+00
1045,743.94,13442.03,-13442.03,0,65535,1513,1513,0,0,0,1,1.00E+00,1.00E+00
1046,744.31,13435.33,-13435.33,0,65535,1581,1581,0,0,0,1,1.00E+00,1.00E+00
1047,744.68,13428.65,-13428.65,0,65535,1633,1633,0,0,0,1,1.00E+00,1.00E+00
1048,745.05,13421.97,-13421.97,0,65535,1585,1585,0,0,0,1,1.00E+00,1.00E+00
1049,745.42,13415.3,-13415.3,0,65535,1461,1461,0,0,0,1,1.00E+00,1.00E+00
1050,745.79,13408.64,-13408.64,0,65535,1487,1487,0,0,0,1,1.00E+00,1.00E+00
1051,746.16,13401.98,-13401.98,0,65535,1393,1393,0,0,0,1,1.00E+00,1.00E+00
1052,746.53,13395.33,-13395.33,0,65535,1349,1349,0,0,0,1,1.00E+00,1.00E+00
1053,746.9,13388.7,-13388.7,0,65535,1345,1345,0,0,0,1,1.00E+00,1.00E+00
1054,747.27,13382.06,-13382.06,0,65535,1333,1333,0,0,0,1,1.00E+00,1.00E+00
1055,747.64,13375.44,-13375.44,0,65535,1429,1429,0,0,0,1,1.00E+00,1.00E+00
1056,748.01,13368.83,-13368.83,0,65535,1193,1193,0,0,0,1,1.00E+00,1.00E+00
1057,748.38,13362.22,-13362.22,0,65535,1233,1233,0,0,0,1,1.00E+00,1.00E+00
1058,748.75,13355.62,-13355.62,0,65535,1291,1291,0,0,0,1,1.00E+00,1.00E+00
1059,749.12,13349.03,-13349.03,0,65535,1039,1039,0,0,0,1,1.00E+00,1.00E+00
1060,749.49,13342.44,-13342.44,0,65535,1161,1161,0,0,0,1,1.00E+00,1.00E+00
1061,749.86,13335.87,-13335.87,0,65535,1271,1271,0,0,0,1,1.00E+00,1.00E+00
1062,750.23,13329.3,-13329.3,0,65535,1185,1185,0,0,0,1,1.00E+00,1.00E+00
1063,750.6,13322.74,-13322.74,0,65535,1113,1113,0,0,0,1,1.00E+00,1.00E+00
1064,750.97,13316.19,-13316.19,0,65535,1175,1175,0,0,0,1,1.00E+00,1.00E+00
1065,751.34,13309.64,-13309.64,0,65535,1129,1129,0,0,0,1,1.00E+00,1.00E+00
1066,751.7,13303.1,-13303.1,0,65535,1049,1049,0,0,0,1,1.00E+00,1.00E+00
1067,752.07,13296.57,-13296.57,0,65535,1173,1173,0,0,0,1,1.00E+00,1.00E+00
1068,752.44,13290.05,-13290.05,0,65535,1319,1319,0,0,0,1,1.00E+00,1.00E+00
1069,752.81,13283.54,-13283.54,0,65535,1113,1113,0,0,0,1,1.00E+00,1.00E+00
1070,753.18,13277.03,-13277.03,0,65535,967,967,0,0,0,1,1.00E+00,1.00E+00
1071,753.55,13270.53,-13270.53,0,65535,1007,1007,0,0,0,1,1.00E+00,1.00E+00
1072,753.92,13264.04,-13264.04,0,65535,963,963,0,0,0,1,1.00E+00,1.00E+00
1073,754.29,13257.56,-13257.56,0,65535,991,991,0,0,0,1,1.00E+00,1.00E+00
1074,754.66,13251.08,-13251.08,0,65535,1093,1093,0,0,0,1,1.00E+00,1.00E+00
1075,755.02,13244.61,-13244.61,0,65535,1039,1039,0,0,0,1,1.00E+00,1.00E+00
1076,755.39,13238.15,-13238.15,0,65535,1097,1097,0,0,0,1,1.00E+00,1.00E+00
1077,755.76,13231.7,-13231.7,0,65535,1021,1021,0,0,0,1,1.00E+00,1.00E+00
1078,756.13,13225.26,-13225.26,0,65535,995,995,0,0,0,1,1.00E+00,1.00E+00
1079,756.5,13218.82,-13218.82,0,65535,851,851,0,0,0,1,1.00E+00,1.00E+00
1080,756.87,13212.39,-13212.39,0,65535,1143,1143,0,0,0,1,1.00E+00,1.00E+00
1081,757.23,13205.96,-13205.96,0,65535,1089,1089,0,0,0,1,1.00E+00,1.00E+00
1082,757.6,13199.55,-13199.55,0,65535,1083,1083,0,0,0,1,1.00E+00,1.00E+00
1083,757.97,13193.14,-13193.14,0,65535,995,995,0,0,0,1,1.00E+00,1.00E+00
1084,758.34,13186.74,-13186.74,0,65535,989,989,0,0,0,1,1.00E+00,1.00E+00
1085,758.71,13180.35,-13180.35,0,65535,1051,1051,0,0,0,1,1.00E+00,1.00E+00
1086,759.07,13173.96,-13173.96,0,65535,1059,1059,0,0,0,1,1.00E+00,1.00E+00
1087,759.44,13167.58,-13167.58,0,65535,1033,1033,0,0,0,1,1.00E+00,1.00E+00
1088,759.81,13161.21,-13161.21,0,65535,1093,1093,0,0,0,1,1.00E+00,1.00E+00
1089,760.18,13154.85,-13154.85,0,65535,1085,1085,0,0,0,1,1.00E+00,1.00E+00
1090,760.54,13148.5,-13148.5,0,65535,1097,1097,0,0,0,1,1.00E+00,1.00E+00
1091,760.91,13142.15,-13142.15,0,65535,1017,1017,0,0,0,1,1.00E+00,1.00E+00
1092,761.28,13135.81,-13135.81,0,65535,1125,1125,0,0,0,1,1.00E+00,1.00E+00
1093,761.65,13129.47,-13129.47,0,65535,1225,1225,0,0,0,1,1.00E+00,1.00E+00
1094,762.01,13123.15,-13123.15,0,65535,1235,1235,0,0,0,1,1.00E+00,1.00E+00
1095,762.38,13116.83,-13116.83,0,65535,1213,1213,0,0,0,1,1.00E+00,1.00E+00
1096,762.75,13110.52,-13110.52,0,65535,1275,1275,0,0,0,1,1.00E+00,1.00E+00
1097,763.11,13104.21,-13104.21,0,65535,1089,1089,0,0,0,1,1.00E+00,1.00E+00
1098,763.48,13097.92,-13097.92,0,65535,789,789,0,0,0,1,1.00E+00,1.00E+00
1099,763.85,13091.63,-13091.63,0,65535,723,723,0,0,0,1,1.00E+00,1.00E+00
1100,764.21,13085.35,-13085.35,0,65535,721,721,0,0,0,1,1.00E+00,1.00E+00
1101,764.58,13079.07,-13079.07,0,65535,749,749,0,0,0,1,1.00E+00,1.00E+00
1102,764.95,13072.8,-13072.8,0,65535,809,809,0,0,0,1,1.00E+00,1.00E+00
1103,765.31,13066.54,-13066.54,0,65535,831,831,0,0,0,1,1.00E+00,1.00E+00
1104,765.68,13060.29,-13060.29,0,65535,877,877,0,0,0,1,1.00E+00,1.00E+00
1105,766.05,13054.04,-13054.04,0,65535,881,881,0,0,0,1,1.00E+00,1.00E+00
1106,766.41,13047.81,-13047.81,0,65535,965,965,0,0,0,1,1.00E+00,1.00E+00
1107,766.78,13041.58,-13041.58,0,65535,937,937,0,0,0,1,1.00E+00,1.00E+00
1108,767.14,13035.35,-13035.35,0,65535,893,893,0,0,0,1,1.00E+00,1.00E+00
1109,767.51,13029.13,-13029.13,0,65535,817,817,0,0,0,1,1.00E+00,1.00E+00
1110,767.88,13022.92,-13022.92,0,65535,915,915,0,0,0,1,1.00E+00,1.00E+00
1111,768.24,13016.72,-13016.72,0,65535,793,793,0,0,0,1,1.00E+00,1.00E+00
1112,768.61,13010.53,-13010.53,0,65535,785,785,0,0,0,1,1.00E+00,1.00E+00
1113,768.97,13004.34,-13004.34,0,65535,777,777,0,0,0,1,1.00E+00,1.00E+00
1114,769.34,12998.16,-12998.16,0,65535,837,837,0,0,0,1,1.00E+00,1.00E+00
1115,769.71,12991.98,-12991.98,0,65535,923,923,0,0,0,1,1.00E+00,1.00E+00
1116,770.07,12985.82,-12985.82,0,65535,789,789,0,0,0,1,1.00E+00,1.00E+00
1117,770.44,12979.66,-12979.66,0,65535,859,859,0,0,0,1,1.00E+00,1.00E+00
1118,770.8,12973.5,-12973.5,0,65535,807,807,0,0,0,1,1.00E+00,1.00E+00
1119,771.17,12967.36,-12967.36,0,65535,707,707,0,0,0,1,1.00E+00,1.00E+00
1120,771.53,12961.22,-12961.22,0,65535,763,763,0,0,0,1,1.00E+00,1.00E+00
1121,771.9,12955.09,-12955.09,0,65535,733,733,0,0,0,1,1.00E+00,1.00E+00
1122,772.26,12948.96,-12948.96,0,65535,733,733,0,0,0,1,1.00E+00,1.00E+00
1123,772.63,12942.85,-12942.85,0,65535,787,787,0,0,0,1,1.00E+00,1.00E+00
1124,772.99,12936.74,-12936.74,0,65535,857,857,0,0,0,1,1.00E+00,1.00E+00
1125,773.36,12930.63,-12930.63,0,65535,925,925,0,0,0,1,1.00E+00,1.00E+00
1126,773.72,12924.54,-12924.54,0,65535,899,899,0,0,0,1,1.00E+00,1.00E+00
1127,774.09,12918.45,-12918.45,0,65535,849,849,0,0,0,1,1.00E+00,1.00E+00
1128,774.45,12912.36,-12912.36,0,65535,877,877,0,0,0,1,1.00E+00,1.00E+00
1129,774.82,12906.29,-12906.29,0,65535,835,835,0,0,0,1,1.00E+00,1.00E+00
1130,775.18,12900.22,-12900.22,0,65535,723,723,0,0,0,1,1.00E+00,1.00E+00
1131,775.54,12894.16,-12894.16,0,65535,713,713,0,0,0,1,1.00E+00,1.00E+00
1132,775.91,12888.1,-12888.1,0,65535,799,799,0,0,0,1,1.00E+00,1.00E+00
1133,776.27,12882.06,-12882.06,0,65535,829,829,0,0,0,1,1.00E+00,1.00E+00
1134,776.64,12876.02,-12876.02,0,65535,835,835,0,0,0,1,1.00E+00,1.00E+00
